iso3,country_name,year,n_months_aeti,n_months_pcp,VETb_m3,irr_area_m2,AETI_wsum,ETb_wsum,landuse_source
,Chad,2018,12,12,1.8818063950822285E8,4.80771297444504E9,3.4083709491845483E11,1.8818063950822232E11,GMIE-100
,Malawi,2018,12,12,4.768952374207066E7,1.6057098024849935E9,1.4442380523290607E11,4.768952374207066E10,GMIE-100
,Zambia,2018,12,12,1.7089588294155225E8,3.592339845032354E9,3.6095388832932697E11,1.708958829415521E11,GMIE-100
,Zimbabwe,2018,12,12,9.777821999130678E7,2.361795989565774E9,2.1795591431291486E11,9.777821999130672E10,GMIE-100
,Botswana,2018,12,12,2917925.444938785,8.377248422590378E7,4.588738927626971E9,2.9179254449387846E9,GMIE-100
,Namibia,2018,12,12,9886689.080228169,1.4268876452431294E8,1.253132779506961E10,9.88668908022817E9,GMIE-100
,Angola,2018,12,12,3.5449913239988774E7,1.0278660236418009E9,9.21532199421956E10,3.544991323998878E10,GMIE-100
,Burundi,2018,12,12,6893516.967408407,2.7364541057746387E8,2.4998874204290295E10,6.893516967408393E9,GMIE-100
,Rwanda,2018,12,12,2237108.6216856856,1.372989656899724E8,1.2535486927992708E10,2.237108621685696E9,GMIE-100
,South Africa,2018,12,12,4.209023088596209E8,1.9164377701705208E10,1.4432687559826582E12,4.209023088596212E11,GMIE-100
,Lesotho,2018,12,12,88968.08300531235,1.997988459622538E7,1.0769752439647973E9,8.89680830053123E7,GMIE-100
,Swaziland,2018,12,12,1.378816549282046E7,7.42072166028809E8,8.01174603218696E10,1.3788165492820444E10,GMIE-100
,Mayotte,2018,12,12,0.0,0.0,0.0,0.0,GMIE-100
,Niger,2018,12,12,2.568619311713693E7,6.81946228160963E8,4.124958486564859E10,2.5686193117136936E10,GMIE-100
,Sudan,2018,12,12,1.0169596184193112E9,1.860921169227051E10,1.339013401139642E12,1.01695961841931E12,GMIE-100
,Libya,2018,12,12,1.867186096202531E8,2.58204067827134E10,3.024760217128759E11,1.867186096202532E11,GMIE-100
,Koualou Area,2018,12,12,4321.899298956742,144659.97773025418,8704046.512704413,4321899.298956743,GMIE-100
,Tunisia,2018,12,12,3.258128705835372E8,5.206259727524735E10,9.078860359352422E11,3.258128705835367E11,GMIE-100
,Egypt,2018,12,12,4.2137881679535503E9,5.551622864636161E10,4.393033614282856E12,4.2137881679535527E12,GMIE-100
,Bir Tawil,2018,12,12,0.0,0.0,0.0,0.0,GMIE-100
,Halaib Triangle,2018,12,12,850.3055971250491,31314.433539267426,904907.3295849761,850305.5971250491,GMIE-100
,Eritrea,2018,12,12,1.7198768818058643E7,6.089660572387984E8,3.148323128785056E10,1.7198768818058655E10,GMIE-100
,Ethiopia,2018,12,12,5.308788047402042E8,2.129259578545281E10,1.985481315606658E12,5.308788047402042E11,GMIE-100
,Djibouti,2018,12,12,21696.907649845583,1986817.6382595683,3.1095542547863975E7,2.1696907649845585E7,GMIE-100
,Somalia,2018,12,12,1.9947853339921936E7,5.330962445152879E8,3.8854364802224846E10,1.9947853339921944E10,GMIE-100
,South Sudan,2018,12,12,1.6005336211495063E8,5.559999815868065E9,4.751162789567093E11,1.600533621149506E11,GMIE-100
,Abyei Area,2018,12,12,45229.47703758121,1155997.0057414295,9.833315875211285E7,4.5229477037581205E7,GMIE-100
,Kenya,2018,12,12,1.50979413480595E8,1.1484326311830154E10,1.1208919144595542E12,1.5097941348059503E11,GMIE-100
,Uganda,2018,12,12,3.8821386505773805E7,4.583029329644391E9,4.695963374843865E11,3.8821386505773766E10,GMIE-100
,Tanzania,2018,12,12,2.838561730833504E8,9.877567313915806E9,9.013693391927428E11,2.838561730833499E11,GMIE-100
,Mozambique,2018,12,12,6.000766939515367E7,2.655705281191493E9,2.2983205907861774E11,6.0007669395153694E10,GMIE-100
,Comoros,2018,12,12,0.0,0.0,0.0,0.0,GMIE-100
,Madagascar,2018,12,12,2.227897523293606E8,9.958240427013186E9,7.498184763454447E11,2.2278975232936078E11,GMIE-100
,Cabo Verde,2018,12,12,0.0,0.0,0.0,0.0,GMIE-100
,Western Sahara,2018,12,12,755052.7738144733,2.060286615506187E8,7.969672541078974E8,7.55052773814473E8,GMIE-100
,Mauritania,2018,12,12,1.4059582600816473E7,3.705297215778574E8,1.7173331768896603E10,1.405958260081647E10,GMIE-100
,Morocco,2018,12,12,9.874903573602346E8,4.671925150677696E10,2.0675147726627812E12,9.874903573602349E11,GMIE-100
,Spain (Canary Is),2018,12,12,1059626.3936454332,1.6501903875064343E8,1.2091327173604875E9,1.0596263936454338E9,GMIE-100
,Portugal (Madeira Is),2018,12,12,0.0,0.0,0.0,0.0,GMIE-100
,Spain (Africa),2018,12,12,183737.85099323245,9861053.901628293,3.421890743419153E8,1.8373785099323234E8,GMIE-100
,Algeria,2018,12,12,6.569847205477974E8,4.216264887678031E10,1.7244959085629543E12,6.569847205477977E11,GMIE-100
,Mali,2018,12,12,2.7947626799837875E8,4.9034900654655285E9,3.927805468912717E11,2.7947626799837836E11,GMIE-100
,Burkina Faso,2018,12,12,3.6347071572236255E7,1.0241077841856625E9,7.862392594390219E10,3.634707157223621E10,GMIE-100
,Togo,2018,12,12,5010928.558941087,2.3523017867213467E8,1.9499618927463722E10,5.010928558941087E9,GMIE-100
,Ghana,2018,12,12,1.117150918216729E7,5.666716448786128E8,5.1525763840420685E10,1.1171509182167284E10,GMIE-100
,Cote d'Ivoire,2018,12,12,2.8671404281190407E7,1.3311685452832768E9,1.2694933932625381E11,2.8671404281190422E10,GMIE-100
,Guinea,2018,12,12,9934834.142266037,2.7473067935649663E8,2.2159321994674713E10,9.934834142266045E9,GMIE-100
,Senegal,2018,12,12,6.660758673817743E7,1.3314475644391108E9,9.883978552601149E10,6.660758673817745E10,GMIE-100
,"Gambia, The",2018,12,12,2.3490609980257254E7,4.030890439633789E8,3.700818695657224E10,2.3490609980257275E10,GMIE-100
,Guinea-Bissau,2018,12,12,1.539693956423431E7,2.7689994715998036E8,2.4827055767156197E10,1.5396939564234308E10,GMIE-100
,Sierra Leone,2018,12,12,5331894.135500945,1.7698959555476356E8,1.370952459576849E10,5.331894135500954E9,GMIE-100
,Liberia,2018,12,12,95398.37915302631,5514965.832860738,3.8629491124661887E8,9.539837915302628E7,GMIE-100
,Benin,2018,12,12,2.020961362572987E7,5.429116450943748E8,5.1286311183568245E10,2.0209613625729874E10,GMIE-100
,Nigeria,2018,12,12,8.721545674734926E7,2.901741573830043E9,2.4260806954371243E11,8.721545674734923E10,GMIE-100
,Cameroon,2018,12,12,8.898777093154417E7,1.963754228803044E9,1.6952333349921692E11,8.898777093154407E10,GMIE-100
,Equatorial Guinea,2018,12,12,6422.443857184745,1172181.481030865,1.0618457336160588E8,6422443.857184744,GMIE-100
,Sao Tome & Principe,2018,12,12,0.0,0.0,0.0,0.0,GMIE-100
,Gabon,2018,12,12,85458.32074015283,3861051.7993652583,3.5847421231954753E8,8.545832074015279E7,GMIE-100
,Rep of the Congo,2018,12,12,1827988.417019402,1.1297218254789779E8,9.647648745030815E9,1.8279884170194035E9,GMIE-100
,Central African Rep,2018,12,12,1.0804946131053701E7,4.042974889807597E8,4.816793336931854E10,1.0804946131053717E10,GMIE-100
,Dem Rep of the Congo,2018,12,12,5.389949301776859E7,2.52229576049768E9,2.596062759889306E11,5.389949301776856E10,GMIE-100
,Hong Kong,2018,12,12,154116.59314079792,1.603439457181936E7,1.0259825562625669E9,1.5411659314079815E8,GMIE-100
,Macau,2018,12,12,0.0,3817.439465064994,77494.02114081937,0.0,GMIE-100
,Taiwan,2018,12,12,6.3310183569848806E7,4.416079823739265E9,2.9848952953872687E11,6.3310183569848694E10,GMIE-100
,Senkakus,2018,12,12,0.0,0.0,0.0,0.0,GMIE-100
,Japan,2018,12,12,1869097.7287635983,1.5633061025784546E10,6.820697790630034E11,1.8690977287636032E9,GMIE-100
,"Korea, South",2018,12,12,255871.35483599282,6.962981092275055E9,3.772884033727117E11,2.558713548359932E8,GMIE-100
,"Korea, North",2018,12,12,9886005.153924631,1.3597587715471504E10,6.094402195261243E11,9.886005153924614E9,GMIE-100
,Korean Is. (UN Jurisdiction),2018,12,12,0.0,0.0,0.0,0.0,GMIE-100
,China,2018,12,12,1.6648016120159051E9,2.903164856416442E11,1.4268549320915482E13,1.6648016120159028E12,GMIE-100
,China,2018,12,12,3.3691637897609067E9,1.2426433594379994E11,4.986744911680389E12,3.369163789760912E12,GMIE-100
,China,2018,12,12,7.060083769761161E8,8.782979732456572E10,5.532145638130927E12,7.060083769761176E11,GMIE-100
,China,2018,12,12,9.870013135387298E8,6.107673681326125E11,3.713746939210368E13,9.870013135387319E11,GMIE-100
,Liancourt Rocks,2018,12,12,0.0,0.0,0.0,0.0,GMIE-100
,Russia,2018,12,12,4.8809410002957237E8,3.253098374724965E10,9.557190545220609E11,4.880941000295724E11,GMIE-100
,Ukraine,2018,12,12,1.8867547336808148E8,2.610533903132416E10,6.826956746469906E11,1.8867547336808167E11,GMIE-100
,Romania,2018,12,12,1.824658850366124E7,3.0778007749723725E9,1.441117627339002E11,1.8246588503661243E10,GMIE-100
,Moldova,2018,12,12,1.2181697708882974E7,1.5580384247467031E9,5.127093826919395E10,1.218169770888296E10,GMIE-100
,Russia,2018,12,12,81225.31417575198,2506243.9284006506,8.122531417575195E7,8.122531417575195E7,GMIE-100
,Finland,2018,12,12,2.66800790415614E8,7.848562988439701E9,2.6680079041561404E11,2.6680079041561404E11,GMIE-100
,Norway,2018,12,12,8.11812372121926E7,2.362717727270062E9,8.11812372121927E10,8.11812372121927E10,GMIE-100
,Andorra,2018,12,12,0.0,30357.613544007887,1283392.4325685916,0.0,GMIE-100
,Italy,2018,12,12,9.831364336297934E7,3.4157205883374638E10,2.0665505429906565E12,9.831364336297923E10,GMIE-100
,Monaco,2018,12,12,0.0,0.0,0.0,0.0,GMIE-100
,Malta,2018,12,12,1258.8774477080526,274693.3605784732,6786902.074342958,1258877.4477080528,GMIE-100
,San Marino,2018,12,12,0.0,1509746.336275796,8.211784996504235E7,0.0,GMIE-100
,Vatican City,2018,12,12,0.0,0.0,0.0,0.0,GMIE-100
,Croatia,2018,12,12,862380.6795171953,3.4475603634185653E9,2.1281380612273215E11,8.623806795171952E8,GMIE-100
,Albania,2018,12,12,1.7525682330725957E7,1.5466179145881486E9,1.0168968326866959E11,1.7525682330725956E10,GMIE-100
,Bosnia & Herzegovina,2018,12,12,159399.66600533956,2.877353882421728E9,1.711699264661035E11,1.5939966600533956E8,GMIE-100
,Montenegro,2018,12,12,932098.1927023446,3.0892719988519007E8,1.9892139300843365E10,9.320981927023437E8,GMIE-100
,Serbia,2018,12,12,2857366.6012385464,3.318792869098624E9,2.0271504926611322E11,2.8573666012385435E9,GMIE-100
,Greece,2018,12,12,2.2678162849816036E8,1.2009148399231604E10,8.019919894889335E11,2.267816284981603E11,GMIE-100
,Macedonia,2018,12,12,7554690.915502688,8.329500056644709E8,5.2237540354887115E10,7.554690915502695E9,GMIE-100
,Kosovo,2018,12,12,3870845.5635000356,8.476500917958604E8,5.458295956888171E10,3.870845563500031E9,GMIE-100
,Bulgaria,2018,12,12,4.699313703792484E7,5.323883994559637E9,2.6127715682055002E11,4.699313703792484E10,GMIE-100
,Portugal (Azores),2018,12,12,0.0,0.0,0.0,0.0,GMIE-100
,Portugal,2018,12,12,9.351600051599422E7,3.547015439355417E9,1.984127801544301E11,9.351600051599422E10,GMIE-100
,Gibraltar,2018,12,12,0.0,0.0,0.0,0.0,GMIE-100
,Spain,2018,12,12,4.3776865795096827E8,2.6177793606227962E10,1.4149693488188633E12,4.377686579509683E11,GMIE-100
,France,2018,12,12,8.617641711073698E7,1.4660544838139902E10,7.223746401706803E11,8.617641711073692E10,GMIE-100
,Svalbard,2018,12,12,0.0,0.0,0.0,0.0,GMIE-100
,Sweden,2018,12,12,3.6979352482555234E8,9.67078350273017E9,3.6979352482555273E11,3.6979352482555273E11,GMIE-100
,Denmark,2018,12,12,1.5713533523646003E8,4.376748265802148E9,1.5713533523645996E11,1.5713533523645996E11,GMIE-100
,Estonia,2018,12,12,1.282843504243458E8,3.524250913458109E9,1.2828435042434554E11,1.2828435042434554E11,GMIE-100
,Latvia,2018,12,12,3.1076499920837736E8,7.655246175581391E9,3.10764999208378E11,3.10764999208378E11,GMIE-100
,Lithuania,2018,12,12,4.626496824303503E8,1.1610428491495804E10,4.626496824303485E11,4.626496824303485E11,GMIE-100
,Belarus,2018,12,12,8.925891528441817E7,2.299498134613624E9,8.92589152844181E10,8.92589152844181E10,GMIE-100
,Poland,2018,12,12,2.797197058899071E8,6.485750527271027E9,2.879328262453543E11,2.797197058899071E11,GMIE-100
,Germany,2018,12,12,4.320063621768113E8,1.5401671085393087E10,7.171402049197278E11,4.320063621768113E11,GMIE-100
,Czechia,2018,12,12,1.1236122595641774E8,8.292324904714938E9,3.909732977770756E11,1.1236122595641776E11,GMIE-100
,Slovakia,2018,12,12,704241.1023727164,4.0988444722173376E9,2.153627906794439E11,7.042411023727168E8,GMIE-100
,Hungary,2018,12,12,994620.3804516087,2.07628430961929E9,1.1767949692490466E11,9.94620380451608E8,GMIE-100
,Slovenia,2018,12,12,0.0,1.087042383665516E9,6.192399810229141E10,0.0,GMIE-100
,Austria,2018,12,12,306499.038166217,4.41052740158199E9,2.340316008060264E11,3.064990381662169E8,GMIE-100
,Dragonja River Mouth,2018,12,12,0.0,0.0,0.0,0.0,GMIE-100
,Switzerland,2018,12,12,11101.375560853441,2.187715214635559E9,1.1268786426617195E11,1.1101375560853438E7,GMIE-100
,Liechtenstein,2018,12,12,0.0,2.18175102126562E7,1.111198145597692E9,0.0,GMIE-100
,Luxembourg,2018,12,12,262928.75665708334,5.2857218696496E7,2.3795734421090536E9,2.6292875665708357E8,GMIE-100
,Netherlands,2018,12,12,7.503928819640298E7,1.8989781156546216E9,7.503928819640315E10,7.503928819640315E10,GMIE-100
,Belgium,2018,12,12,4.439387859686084E7,1.1029304288897958E9,4.5125426883663155E10,4.439387859686094E10,GMIE-100
,United Kingdom,2018,12,12,3.72731344385853E7,1.0725977479607291E9,3.7273317704752945E10,3.727313443858526E10,GMIE-100
,Jersey,2018,12,12,0.0,0.0,0.0,0.0,GMIE-100
,Guernsey,2018,12,12,0.0,0.0,0.0,0.0,GMIE-100
,Ireland,2018,12,12,1.683812117054505E7,4.724108182327945E8,1.6838121170545023E10,1.6838121170545023E10,GMIE-100
,Isle of Man,2018,12,12,0.0,0.0,0.0,0.0,GMIE-100
,Faroe Is,2018,12,12,0.0,0.0,0.0,0.0,GMIE-100
,Iceland,2018,12,12,326652.8305121242,2.1867907275869727E7,3.2665283051212406E8,3.2665283051212406E8,GMIE-100
,Jan Mayen,2018,12,12,0.0,0.0,0.0,0.0,GMIE-100
,Russia,2018,12,12,7.041610500412256E8,2.9208905638551792E10,7.042895956302772E11,7.041610500412257E11,GMIE-100
,Russia,2018,12,12,646.2156865667604,24490.323234173273,646215.6865667603,646215.6865667603,GMIE-100
,Mongolia,2018,12,12,1637381.9281092586,9.916286661895932E8,1.4019535582557735E10,1.6373819281092594E9,GMIE-100
,Russia,2018,12,12,0.0,0.0,0.0,0.0,GMIE-100
,Russia,2018,12,12,8.239244522690465E7,9.873983185520096E9,3.548750868474822E11,8.23924452269048E10,GMIE-100
,Maldives,2018,12,12,0.0,0.0,0.0,0.0,GMIE-100
,Bhutan,2018,12,12,684738.6938769737,7.97864293037233E7,3.8812929036685414E9,6.847386938769734E8,GMIE-100
,Aksai Chin,2018,12,12,0.0,0.0,0.0,0.0,GMIE-100
,Afghanistan,2018,12,12,5.828019079167472E8,3.0651249446591896E10,9.063487302914302E11,5.828019079167471E11,GMIE-100
,Pakistan,2018,12,12,9.353270701672155E9,1.8793250876495657E11,1.2909770137868398E13,9.353270701672166E12,GMIE-100
,Siachen-Saltoro Area,2018,12,12,0.0,0.0,0.0,0.0,GMIE-100
,Demchok Area,2018,12,12,0.0,0.0,0.0,0.0,GMIE-100
