iso3,country_name,year,n_months_aeti,n_months_pcp,VETb_m3,irr_area_m2,AETI_wsum,ETb_wsum,landuse_source
,West Bank,2025,12,12,5.743699822111135E7,1.7559470187680597E9,8.163330483590678E10,5.743699822111119E10,GMIE-100
,No Man's Land,2025,12,12,1402788.415897228,4.095723750079208E7,2.1247709193353343E9,1.4027884158972297E9,GMIE-100
,West Bank,2025,12,12,529.9073532263426,25481.901127812427,735046.6970187841,529907.3532263426,GMIE-100
,Iraq,2025,12,12,1.8164663331964912E9,6.1460606579938095E10,2.3485920991648154E12,1.8164663331964873E12,GMIE-100
,Syria,2025,12,12,3.234178029796607E8,1.1762588831233824E10,4.7886728471341876E11,3.2341780297966077E11,GMIE-100
,Lebanon,2025,12,12,2.5394744621110797E7,6.347809697224762E8,3.752711836868364E10,2.539474462111083E10,GMIE-100
,Syria,2025,12,12,2192406.1345437006,6.808957186012954E7,3.116699815662752E9,2.192406134543707E9,GMIE-100
,Syria,2025,12,12,2.89173007951023E7,8.319659602909483E8,4.296833264834345E10,2.8917300795102287E10,GMIE-100
,Israel,2025,12,12,292000.6631379455,6241534.179203168,3.4030619722454596E8,2.920006631379457E8,GMIE-100
,Syria,2025,12,12,1398721.4283048061,3.2866728735433467E7,1.812294286919932E9,1.3987214283048055E9,GMIE-100
,Syria,2025,12,12,81406.46234680226,1634118.8617880358,1.0380193417109425E8,8.140646234680228E7,GMIE-100
,Yemen,2025,12,12,9.370410651359637E8,3.495421073750801E10,1.3489912437635745E12,9.370410651359653E11,GMIE-100
,Australia,2025,12,12,4.380927838240422E8,3.937978022942433E10,1.7974941582376655E12,4.380927838240429E11,GMIE-100
,Coral Sea Is,2025,12,12,0.0,0.0,0.0,0.0,GMIE-100
,Cuba,2025,12,12,9.342331814943598E7,8.192180190074651E9,7.86650409084707E11,9.342331814943587E10,GMIE-100
,Puerto Rico,2025,12,12,798129.0277935748,4.7561305393849874E8,4.46317961959306E10,7.981290277935747E8,GMIE-100
,US Virgin Is,2025,12,12,193406.8809675838,1.8663917941800416E7,1.4813299919580293E9,1.9340688096758395E8,GMIE-100
,British Virgin Is,2025,12,12,31069.73904988077,7865615.833102276,1.0512405066635208E8,3.106973904988077E7,GMIE-100
,Antigua & Barbuda,2025,12,12,263266.5071632052,3.690982022236308E7,3.351113710787237E9,2.632665071632052E8,GMIE-100
,St Barthelemy,2025,12,12,19397.580670461964,1503883.7137018126,1.0629210836287408E8,1.9397580670461968E7,GMIE-100
,Netherlands (Caribbean),2025,12,12,0.0,479641.31184820447,0.0,0.0,GMIE-100
,Anguilla,2025,12,12,1331.7847619725997,568518.0780760853,3.824972843470025E7,1331784.7619725997,GMIE-100
,St Martin,2025,12,12,12496.241533051838,2081145.7936339837,1.754618126578962E8,1.2496241533051835E7,GMIE-100
,Sint Maarten,2025,12,12,1740.6085294923262,233368.245197949,2.0915422640050847E7,1740608.5294923265,GMIE-100
,St Kitts & Nevis,2025,12,12,345987.7830279024,1.424533517083635E7,1.5200937407868357E9,3.459877830279028E8,GMIE-100
,Montserrat,2025,12,12,12287.083022818653,736516.4409135709,8.018081892477128E7,1.228708302281865E7,GMIE-100
,Guadeloupe,2025,12,12,612118.8867982264,1.848952229476768E8,1.8655376783024834E10,6.121188867982273E8,GMIE-100
,Dominica,2025,12,12,239162.77468752558,7.79485344697982E7,1.0899313099576347E10,2.3916277468752536E8,GMIE-100
,Trinidad & Tobago,2025,12,12,78816.0973826219,7.950455958540058E7,8.024114545242737E9,7.881609738262191E7,GMIE-100
,Grenada,2025,12,12,7018.519644202746,7.317371347151253E7,7.386925344825369E9,7018519.644202748,GMIE-100
,Martinique,2025,12,12,197651.41977759713,8.281962337208317E7,8.7917713196766E9,1.976514197775971E8,GMIE-100
,Saint Lucia,2025,12,12,154089.7247587237,3.9990654336449504E7,4.696798183242477E9,1.540897247587237E8,GMIE-100
,St Vincent & the Grenadines,2025,12,12,92703.50430313539,8074733.512525784,6.929450044019493E8,9.270350430313529E7,GMIE-100
,Barbados,2025,12,12,217953.0118056443,1.3304127962769198E8,1.07743106131587E10,2.1795301180564433E8,GMIE-100
,Curacao,2025,12,12,0.0,0.0,0.0,0.0,GMIE-100
,Aruba,2025,12,12,0.0,0.0,0.0,0.0,GMIE-100
,Dominican Republic,2025,12,12,1.4440088908543725E7,2.755009814524537E9,2.825746230021184E11,1.4440088908543695E10,GMIE-100
,Haiti,2025,12,12,8211137.532932583,6.057732520980176E8,6.521316875723068E10,8.211137532932587E9,GMIE-100
,Jamaica,2025,12,12,4479320.08379434,4.0057924990569985E8,4.029626913889119E10,4.479320083794338E9,GMIE-100
,Navassa I,2025,12,12,0.0,0.0,0.0,0.0,GMIE-100
,Cuba,2025,12,12,73329.02235548936,3240754.404354689,1.696149166628193E8,7.332902235548924E7,GMIE-100
,Cayman Is,2025,12,12,272601.9026119015,1.2729013353149593E7,9.695940936903389E8,2.7260190261190176E8,GMIE-100
,Antarctica,2025,12,12,0.0,0.0,0.0,0.0,GMIE-100
,Antarctica,2025,12,12,0.0,0.0,0.0,0.0,GMIE-100
,Antarctica,2025,12,12,0.0,0.0,0.0,0.0,GMIE-100
,Antarctica,2025,12,12,0.0,0.0,0.0,0.0,GMIE-100
